date,date3,quote_date,month,quarter,year,p,up,down,level,up12,down12,level12,change,up_sh,down_sh,level_sh,change_sh,up12_sh,down12_sh,level12_sh,obs_panel,obs,CPI,inflation,net12_sh
231,01-04-2007,200704,4,2,2007,89661.0,8764.0,4732.0,69220.0,32011.0,11252.0,27344.0,13496.0,0.097745955,0.052776571,0.77201903,0.15052253,0.35702255,0.12549493,0.30497095,89661,101168,81.6,0.027707815,0.23152763
232,01-05-2007,200705,5,2,2007,91046.0,7008.0,4916.0,72894.0,31936.0,12169.0,28311.0,11924.0,0.076972082,0.053994685,0.80062824,0.13096677,0.35076773,0.13365771,0.31095269,91046,102992,81.8,0.02377975,0.21711002
233,01-06-2007,200706,6,2,2007,92252.0,6303.0,4797.0,75109.0,32524.0,12344.0,28758.0,11100.0,0.068323724,0.051998872,0.81417203,0.12032259,0.35255605,0.13380739,0.31173307,92252,104456,82.0,0.023720384,0.21874866
234,01-07-2007,200707,7,3,2007,91660.0,5605.0,8588.0,71565.0,31035.0,12896.0,27414.0,14193.0,0.061149903,0.093694083,0.78076589,0.15484399,0.33858827,0.14069387,0.29908356,91660,103584,81.5,0.018749952,0.19789439
235,01-08-2007,200708,8,3,2007,91314.0,6050.0,5579.0,74058.0,30761.0,12862.0,28522.0,11629.0,0.066254899,0.061096873,0.81102568,0.12735178,0.33687058,0.14085463,0.31235078,91314,103198,81.8,0.017412901,0.19601595
236,01-09-2007,200709,9,3,2007,91723.0,8590.0,5095.0,70746.0,31388.0,12613.0,28611.0,13685.0,0.093651541,0.055547681,0.77130055,0.14919922,0.34220424,0.13751185,0.3119283,91723,103769,81.9,0.017391324,0.20469239
237,01-10-2007,200710,10,4,2007,93086.0,6563.0,5496.0,73866.0,32479.0,13119.0,28561.0,12059.0,0.070504695,0.059042174,0.79352427,0.12954687,0.34891391,0.14093418,0.30682379,93086,105114,82.3,0.021091819,0.20797972
238,01-11-2007,200711,11,4,2007,95019.0,8005.0,5658.0,74261.0,33395.0,14110.0,28242.0,13663.0,0.084246308,0.059545986,0.78153843,0.1437923,0.35145602,0.14849661,0.29722476,95019,107436,82.5,0.021039605,0.2029594
239,01-12-2007,200712,12,4,2007,95065.0,7580.0,5784.0,75625.0,34232.0,14029.0,27995.0,13364.0,0.079734921,0.060842581,0.79550833,0.1405775,0.36009046,0.14757271,0.29448271,95065,107286,83.0,0.020910263,0.21251775
240,01-01-2008,200801,1,1,2008,91277.0,9158.0,8675.0,69050.0,31197.0,12248.0,26359.0,17833.0,0.10033195,0.095040374,0.7564885,0.19537233,0.34178379,0.13418496,0.2887803,91277,102691,82.4,0.022332549,0.20759884
241,01-02-2008,200802,2,1,2008,89799.0,7902.0,4929.0,62258.0,27790.0,11303.0,23086.0,12831.0,0.087996528,0.054889254,0.69330394,0.14288577,0.30946892,0.12587,0.25708526,89799,100511,83.0,0.024691343,0.18359892
242,01-03-2008,200803,3,1,2008,93569.0,8283.0,6364.0,70044.0,29781.0,12743.0,24617.0,14647.0,0.088522911,0.068013981,0.74858129,0.15653689,0.31827849,0.13618827,0.26308927,93569,105118,83.4,0.024569988,0.18209022
243,01-04-2008,200804,4,2,2008,89128.0,12336.0,6107.0,63400.0,30420.0,11652.0,23266.0,18443.0,0.13840768,0.068519436,0.71133649,0.20692712,0.3413069,0.13073333,0.2610403,89128,99887,84.0,0.029411793,0.21057357
244,01-05-2008,200805,5,2,2008,89685.0,9244.0,5551.0,69200.0,31634.0,11686.0,22832.0,14795.0,0.10307186,0.061894409,0.77158946,0.16496627,0.35272342,0.13030049,0.25457993,89685,100583,84.6,0.034229875,0.22242293
245,01-06-2008,200806,6,2,2008,90481.0,10839.0,6863.0,66876.0,33258.0,11817.0,22468.0,17702.0,0.1197931,0.075850181,0.73911649,0.19564329,0.36756888,0.130602,0.24831733,90481,101446,85.2,0.039024353,0.23696688
246,01-07-2008,200807,7,3,2008,91029.0,8816.0,8413.0,68115.0,34562.0,11256.0,21348.0,17229.0,0.096848257,0.0924211,0.74827802,0.18926935,0.3796812,0.12365291,0.23451868,91029,102214,85.1,0.04417181,0.25602829
247,01-08-2008,200808,8,3,2008,91318.0,9312.0,6559.0,69575.0,35098.0,10647.0,21283.0,15871.0,0.10197333,0.071825929,0.76189798,0.17379925,0.3843492,0.11659256,0.23306468,91318,102314,85.7,0.047677279,0.26775664
248,01-09-2008,200809,9,3,2008,91790.0,9240.0,6593.0,69520.0,35336.0,10799.0,21431.0,15833.0,0.10066456,0.071826994,0.75738096,0.17249155,0.38496569,0.11764898,0.23347859,91790,102828,86.1,0.051282048,0.2673167
249,01-10-2008,200810,10,4,2008,92842.0,7772.0,7338.0,71440.0,36159.0,11504.0,21444.0,15110.0,0.083712116,0.079037502,0.76947933,0.16274962,0.38946813,0.12390944,0.23097305,92842,103994,85.9,0.043742418,0.26555869
250,01-11-2008,200811,11,4,2008,93430.0,8980.0,7054.0,71096.0,37490.0,12076.0,21566.0,16034.0,0.09611474,0.075500377,0.76095474,0.17161511,0.40126297,0.12925185,0.23082522,93430,104756,85.8,0.039999962,0.2720111
251,01-12-2008,200812,12,4,2008,91232.0,9043.0,33895.0,42582.0,35953.0,21459.0,12266.0,42938.0,0.099120922,0.37152535,0.46674412,0.47064626,0.3940832,0.23521352,0.13444844,91232,101854,85.5,0.030120492,0.15886968
252,01-01-2009,200901,1,1,2009,88284.0,12254.0,10947.0,59313.0,34747.0,19394.0,11895.0,23201.0,0.13880205,0.12399755,0.67184317,0.26279959,0.39358208,0.2196774,0.13473563,88284,98184,84.9,0.030339837,0.17390467
253,01-02-2009,200902,2,1,2009,82612.0,17869.0,5824.0,43926.0,32946.0,13380.0,13731.0,23693.0,0.21630029,0.070498236,0.5317145,0.28679854,0.39880404,0.16196194,0.16621073,82612,91764,85.6,0.03132534,0.2368421
254,01-03-2009,200903,3,1,2009,87244.0,9306.0,7129.0,61941.0,34945.0,14190.0,15445.0,16435.0,0.10666636,0.081713356,0.70997435,0.18837972,0.4005433,0.16264729,0.17703223,87244,97144,85.8,0.028777003,0.23789601
255,01-04-2009,200904,4,2,2009,89131.0,8441.0,8225.0,65393.0,33096.0,14197.0,16440.0,16666.0,0.094703302,0.092279904,0.73367292,0.1869832,0.37131861,0.1592824,0.18444762,89131,99211,86.0,0.023809552,0.21203621
256,01-05-2009,200905,5,2,2009,89977.0,11098.0,6882.0,66454.0,32849.0,14838.0,16598.0,17980.0,0.12334263,0.076486215,0.73856652,0.19982885,0.36508217,0.16490881,0.18446936,89977,100141,86.4,0.021276593,0.20017336
257,01-06-2009,200906,6,2,2009,89924.0,7483.0,7688.0,69161.0,31906.0,15680.0,17399.0,15171.0,0.083214715,0.085494414,0.76910502,0.16870913,0.35481071,0.17436947,0.1934856,89924,99984,86.7,0.017605662,0.18044125
258,01-07-2009,200907,7,3,2009,90302.0,6634.0,9015.0,69209.0,31399.0,16173.0,17922.0,15649.0,0.073464595,0.099831678,0.76641715,0.17329627,0.34771103,0.17909902,0.19846736,90302,100430,86.7,0.018801451,0.168612
259,01-08-2009,200908,8,3,2009,90908.0,8441.0,7367.0,69153.0,30880.0,16462.0,18688.0,15808.0,0.092852116,0.081037976,0.76069212,0.17389008,0.33968407,0.18108417,0.20557047,90908,101010,87.0,0.015169144,0.1585999
260,01-09-2009,200909,9,3,2009,91787.0,8697.0,8234.0,68539.0,30282.0,16895.0,19936.0,16931.0,0.094751976,0.089707695,0.74671793,0.18445967,0.329916,0.18406746,0.21719852,91787,102020,87.1,0.011614442,0.14584854
261,01-10-2009,200910,10,4,2009,92689.0,7910.0,7143.0,71576.0,30724.0,17322.0,20370.0,15053.0,0.085339144,0.077064164,0.7722168,0.1624033,0.33147407,0.18688302,0.21976718,92689,102962,87.2,0.015133858,0.14459105
262,01-11-2009,200911,11,4,2009,93969.0,8417.0,7739.0,71211.0,30407.0,18847.0,20737.0,16156.0,0.089572094,0.082356945,0.75781375,0.17192905,0.32358545,0.20056614,0.22067916,93969,104223,87.5,0.019813538,0.12301931
263,01-12-2009,200912,12,4,2009,94906.0,9218.0,6337.0,73545.0,36857.0,16163.0,16813.0,15555.0,0.097127683,0.066771328,0.77492464,0.16389902,0.38835269,0.17030536,0.17715424,94906,105319,88.0,0.029239774,0.21804734
264,01-01-2010,201001,1,1,2010,93490.0,18471.0,8799.0,57260.0,36443.0,14047.0,14644.0,27270.0,0.19757193,0.094117016,0.61247194,0.29168895,0.38980639,0.15025136,0.15663707,93490,101545,87.8,0.034157872,0.23955503
265,01-02-2010,201002,2,1,2010,89594.0,10402.0,7591.0,52723.0,27713.0,12119.0,16872.0,17993.0,0.11610153,0.084726654,0.58846575,0.20082818,0.30931759,0.13526575,0.18831618,89594,97889,88.2,0.030373812,0.17405184
266,01-03-2010,201003,3,1,2010,93278.0,8900.0,6999.0,69236.0,29601.0,13075.0,18526.0,15899.0,0.095413707,0.075033769,0.74225432,0.17044748,0.31734172,0.14017239,0.1986106,93278,102189,88.7,0.033799529,0.17716932
267,01-04-2010,201004,4,2,2010,95313.0,12940.0,8360.0,67022.0,30952.0,13409.0,18764.0,21300.0,0.13576323,0.087711014,0.70317793,0.22347423,0.32474059,0.14068386,0.19686717,95313,104566,89.2,0.037209272,0.18405673
268,01-05-2010,201005,5,2,2010,96310.0,8987.0,7689.0,74532.0,31032.0,14087.0,18917.0,16676.0,0.093313262,0.079835944,0.77387601,0.1731492,0.32220954,0.14626727,0.19641782,96310,105655,89.4,0.034722209,0.17594227
269,01-06-2010,201006,6,2,2010,97014.0,8840.0,8164.0,74997.0,31369.0,13911.0,19209.0,17004.0,0.091120869,0.084152803,0.77305335,0.17527367,0.32334509,0.14339167,0.19800235,97014,106532,89.5,0.032295227,0.17995343
270,01-07-2010,201007,7,3,2010,97588.0,9141.0,9728.0,73926.0,32142.0,14147.0,18636.0,18869.0,0.093669303,0.099684387,0.75753164,0.1933537,0.32936427,0.14496659,0.1909661,97588,107229,89.3,0.029988408,0.18439768
271,01-08-2010,201008,8,3,2010,98523.0,9961.0,8080.0,75425.0,32701.0,14096.0,19018.0,18041.0,0.1011033,0.082011305,0.76555729,0.1831146,0.33191234,0.14307319,0.19303107,98523,108091,89.8,0.032183886,0.18883915
272,01-09-2010,201009,9,3,2010,98800.0,11853.0,7923.0,73540.0,34007.0,13234.0,19030.0,19776.0,0.11996964,0.080192305,0.74433196,0.20016195,0.3442004,0.13394737,0.19261134,98800,108500,89.8,0.030998826,0.21025303
273,01-10-2010,201010,10,4,2010,99579.0,10124.0,9179.0,74841.0,34339.0,14511.0,18750.0,19303.0,0.10166802,0.092178069,0.7515741,0.19384609,0.34484178,0.14572349,0.18829271,99579,109466,90.0,0.032110095,0.19911829
274,01-11-2010,201011,11,4,2010,99991.0,12696.0,8545.0,73820.0,35903.0,14222.0,19092.0,21241.0,0.12697142,0.08545769,0.73826647,0.21242912,0.35906231,0.14223281,0.19093719,99991,109784,90.3,0.031999946,0.21682951
275,01-12-2010,201012,12,4,2010,100434.0,11144.0,7744.0,77088.0,36817.0,13912.0,19348.0,18888.0,0.11095844,0.077105366,0.76754886,0.1880638,0.36657906,0.13851883,0.19264393,100434,110303,91.2,0.036363602,0.22806023
276,01-01-2011,201101,1,1,2011,98404.0,29310.0,10885.0,53419.0,39330.0,14207.0,16557.0,40195.0,0.29785374,0.11061542,0.54285395,0.40846917,0.39967889,0.14437421,0.16825536,98404,107592,91.3,0.039863348,0.25530469
277,01-02-2011,201102,2,1,2011,97806.0,13010.0,9907.0,53623.0,36071.0,11466.0,16596.0,22917.0,0.13301842,0.10129236,0.54825878,0.23431078,0.3688015,0.11723207,0.16968285,97806,107243,92.0,0.043083906,0.25156945
278,01-03-2011,201103,3,1,2011,101519.0,9712.0,9170.0,74970.0,38422.0,12876.0,17378.0,18882.0,0.095666818,0.090327919,0.73848248,0.18599474,0.37847102,0.12683339,0.17117979,101519,111703,92.2,0.039458871,0.25163764
279,01-04-2011,201104,4,2,2011,100047.0,13372.0,9431.0,71426.0,38851.0,13156.0,17376.0,22803.0,0.13365719,0.094265692,0.71392447,0.22792287,0.38832748,0.1314982,0.17367837,100047,110135,93.2,0.044843078,0.25682926
280,01-05-2011,201105,5,2,2011,100749.0,11889.0,9107.0,74431.0,39888.0,13516.0,16689.0,20996.0,0.11800613,0.090392955,0.73877656,0.20839909,0.39591461,0.13415518,0.16564928,100749,110905,93.4,0.044742703,0.26175943
281,01-06-2011,201106,6,2,2011,100798.0,10404.0,8598.0,76758.0,40203.0,13795.0,16631.0,19002.0,0.10321634,0.085299313,0.76150322,0.18851565,0.39884719,0.13685787,0.16499335,100798,110923,93.3,0.042458057,0.26198933
282,01-07-2011,201107,7,3,2011,100855.0,10393.0,9522.0,75765.0,40905.0,13742.0,16507.0,19915.0,0.10304893,0.094412774,0.75122702,0.19746171,0.40558228,0.13625503,0.16367061,100855,110938,93.3,0.044792891,0.26932725
283,01-08-2011,201108,8,3,2011,101501.0,12729.0,8770.0,74196.0,41929.0,13377.0,16338.0,21499.0,0.12540764,0.086403087,0.73098785,0.21181072,0.41308951,0.1317918,0.16096394,101501,111624,93.8,0.044543386,0.28129771
284,01-09-2011,201109,9,3,2011,102268.0,11837.0,7650.0,76595.0,42442.0,13570.0,16239.0,19487.0,0.1157449,0.074803457,0.74896353,0.19054836,0.41500762,0.13269058,0.15878867,102268,112468,94.4,0.051224947,0.28231704
285,01-10-2011,201110,10,4,2011,102578.0,9384.0,10233.0,77383.0,42562.0,14296.0,16400.0,19617.0,0.091481604,0.09975823,0.75438201,0.19123983,0.41492328,0.13936712,0.15987834,102578,112689,94.5,0.049999952,0.27555615
286,01-11-2011,201111,11,4,2011,102560.0,10423.0,9978.0,76989.0,41897.0,15363.0,16542.0,20401.0,0.10162832,0.097289391,0.75067276,0.1989177,0.40851209,0.14979525,0.16129096,102560,112558,94.6,0.047619104,0.25871682
287,01-12-2011,201112,12,4,2011,103538.0,9765.0,9200.0,78946.0,41419.0,16134.0,17198.0,18965.0,0.094313197,0.088856265,0.76248336,0.18316947,0.40003669,0.15582685,0.16610327,103538,113770,95.1,0.042763114,0.24420984
288,01-01-2012,201201,1,1,2012,103205.0,12011.0,11477.0,74045.0,36630.0,17576.0,19245.0,23488.0,0.11638002,0.11120585,0.71745557,0.22758587,0.35492468,0.17030182,0.18647352,103205,112915,94.6,0.036144614,0.18462285
289,01-02-2012,201202,2,1,2012,99483.0,12698.0,7701.0,63218.0,35081.0,16783.0,21212.0,20399.0,0.1276399,0.077410214,0.63546538,0.20505011,0.35263312,0.16870219,0.21322235,99483,109908,95.1,0.033695698,0.18393093
